imagefile,eye,gaze_x,gaze_y
000451.jpg,R,0.2189,-0.0118
000452.jpg,R,0.2189,-0.0118
000453.jpg,R,0.2189,-0.0118
000454.jpg,R,0.2189,-0.0118
000455.jpg,R,0.2189,-0.0118
000456.jpg,R,0.2189,-0.0118
000457.jpg,R,0.2189,-0.0118
000458.jpg,R,0.2189,-0.0118
000459.jpg,R,0.2189,-0.0118
000460.jpg,R,0.2189,-0.0118
000461.jpg,R,0.2189,-0.0118
000462.jpg,R,0.2189,-0.0118
000463.jpg,R,0.2189,-0.0118
000464.jpg,R,0.2189,-0.0118
000465.jpg,R,0.2189,-0.0118
000466.jpg,R,0.2189,-0.0118
000467.jpg,R,0.2189,-0.0118
000468.jpg,R,0.2189,-0.0118
000469.jpg,R,0.2189,-0.0118
000470.jpg,R,0.2189,-0.0118
000471.jpg,R,0.2189,-0.0118
000472.jpg,R,0.2189,-0.0118
000473.jpg,R,0.2189,-0.0118
000474.jpg,R,0.2189,-0.0118
000475.jpg,R,0.2189,-0.0118
000476.jpg,R,0.2189,-0.0118
000477.jpg,R,0.2189,-0.0118
000478.jpg,R,0.2189,-0.0118
000479.jpg,R,0.2189,-0.0118
000480.jpg,R,0.2189,-0.0118
000481.jpg,R,0.2189,-0.0118
000482.jpg,R,0.2189,-0.0118
000483.jpg,R,0.2189,-0.0118
000484.jpg,R,0.2189,-0.0118
000485.jpg,R,0.2189,-0.0118
000486.jpg,R,0.2189,-0.0118
000487.jpg,R,0.2189,-0.0118
000488.jpg,R,0.2189,-0.0118
000489.jpg,R,0.2189,-0.0118
000490.jpg,R,0.2189,-0.0118
000491.jpg,R,0.2189,-0.0118
000492.jpg,R,0.2189,-0.0118
000493.jpg,R,0.2189,-0.0118
000494.jpg,R,0.2189,-0.0118
000495.jpg,R,0.2189,-0.0118
000496.jpg,R,0.2189,-0.0118
000497.jpg,R,0.2189,-0.0118
000498.jpg,R,0.2189,-0.0118
000499.jpg,R,0.2189,-0.0118
000500.jpg,R,0.2189,-0.0118
000501.jpg,R,0.2189,-0.0118
000502.jpg,R,0.2189,-0.0118
000503.jpg,R,0.2189,-0.0118
000504.jpg,R,0.2189,-0.0118
000505.jpg,R,0.2189,-0.0118
000506.jpg,R,0.2189,-0.0118
000507.jpg,R,0.2189,-0.0118
000508.jpg,R,0.2189,-0.0118
000509.jpg,R,0.2189,-0.0118
000510.jpg,R,0.2189,-0.0118
000511.jpg,R,0.2189,-0.0118
000512.jpg,R,0.2189,-0.0118
000513.jpg,R,0.2189,-0.0118
000514.jpg,R,0.2189,-0.0118
000515.jpg,R,0.2189,-0.0118
000516.jpg,R,0.2189,-0.0118
000517.jpg,R,0.2189,-0.0118
000518.jpg,R,0.2189,-0.0118
000519.jpg,R,0.2189,-0.0118
000520.jpg,R,0.2189,-0.0118
000521.jpg,R,0.2189,-0.0118
000522.jpg,R,0.2189,-0.0118
000523.jpg,R,0.2189,-0.0118
000524.jpg,R,0.2189,-0.0118
000525.jpg,R,0.2189,-0.0118
000526.jpg,R,0.2189,-0.0118
000527.jpg,R,0.2189,-0.0118
000528.jpg,R,0.2189,-0.0118
000529.jpg,R,0.2189,-0.0118
000530.jpg,R,0.2189,-0.0118
000531.jpg,R,0.2189,-0.0118
000532.jpg,R,0.2189,-0.0118
000533.jpg,R,0.2189,-0.0118
000534.jpg,R,0.2189,-0.0118
000535.jpg,R,0.2189,-0.0118
000536.jpg,R,0.2189,-0.0118
000537.jpg,R,0.2189,-0.0118
000538.jpg,R,0.2189,-0.0118
000539.jpg,R,0.2189,-0.0118
000540.jpg,R,0.2189,-0.0118
000541.jpg,R,0.2189,-0.0118
000542.jpg,R,0.2189,-0.0118
000543.jpg,R,0.2189,-0.0118
000544.jpg,R,0.2189,-0.0118
000545.jpg,R,0.2189,-0.0118
000546.jpg,R,0.2189,-0.0118
000547.jpg,R,0.2189,-0.0118
000548.jpg,R,0.2189,-0.0118
000549.jpg,R,0.2189,-0.0118
000550.jpg,R,0.2189,-0.0118
000551.jpg,R,0.2189,-0.0118
000552.jpg,R,0.2189,-0.0118
000553.jpg,R,0.2189,-0.0118
000554.jpg,R,0.2189,-0.0118
000555.jpg,R,0.2189,-0.0118
000556.jpg,R,0.2189,-0.0118
000557.jpg,R,0.2189,-0.0118
000558.jpg,R,0.2189,-0.0118
000559.jpg,R,0.2189,-0.0118
000560.jpg,R,0.2189,-0.0118
000561.jpg,R,0.2189,-0.0118
000562.jpg,R,0.2189,-0.0118
000563.jpg,R,0.2189,-0.0118
000564.jpg,R,0.2189,-0.0118
000565.jpg,R,0.2189,-0.0118
000566.jpg,R,0.2189,-0.0118
000567.jpg,R,0.2189,-0.0118
000568.jpg,R,0.2189,-0.0118
000569.jpg,R,0.2189,-0.0118
000570.jpg,R,0.2189,-0.0118
000571.jpg,R,0.2189,-0.0118
000572.jpg,R,0.2189,-0.0118
000573.jpg,R,0.2189,-0.0118
000574.jpg,R,0.2189,-0.0118
000575.jpg,R,0.2189,-0.0118
000576.jpg,R,0.2189,-0.0118
000577.jpg,R,0.2189,-0.0118
000578.jpg,R,0.2189,-0.0118
000579.jpg,R,0.2189,-0.0118
000580.jpg,R,0.2189,-0.0118
000581.jpg,R,0.2189,-0.0118
000582.jpg,R,0.2189,-0.0118
000583.jpg,R,0.2189,-0.0118
000584.jpg,R,0.2189,-0.0118
000585.jpg,R,0.2189,-0.0118
000586.jpg,R,0.2189,-0.0118
000587.jpg,R,0.2189,-0.0118
000588.jpg,R,0.2189,-0.0118
000589.jpg,R,0.2189,-0.0118
000590.jpg,R,0.2189,-0.0118
000591.jpg,R,0.2189,-0.0118
000592.jpg,R,0.2189,-0.0118
000593.jpg,R,0.2189,-0.0118
000594.jpg,R,0.2189,-0.0118
000744.jpg,R,0.2999,0.0201
000745.jpg,R,0.2999,0.0201
000746.jpg,R,0.2999,0.0201
000747.jpg,R,0.2999,0.0201
000748.jpg,R,0.2999,0.0201
000749.jpg,R,0.2999,0.0201
000750.jpg,R,0.2999,0.0201
000751.jpg,R,0.2999,0.0201
000752.jpg,R,0.2999,0.0201
000753.jpg,R,0.2999,0.0201
000754.jpg,R,0.2999,0.0201
000755.jpg,R,0.2999,0.0201
000756.jpg,R,0.2999,0.0201
000757.jpg,R,0.2999,0.0201
000758.jpg,R,0.2999,0.0201
000759.jpg,R,0.2999,0.0201
000760.jpg,R,0.2999,0.0201
000761.jpg,R,0.2999,0.0201
000762.jpg,R,0.2999,0.0201
000763.jpg,R,0.2999,0.0201
000764.jpg,R,0.2999,0.0201
000765.jpg,R,0.2999,0.0201
000766.jpg,R,0.2999,0.0201
000767.jpg,R,0.2999,0.0201
000768.jpg,R,0.2999,0.0201
000769.jpg,R,0.2999,0.0201
000770.jpg,R,0.2999,0.0201
000771.jpg,R,0.2999,0.0201
000772.jpg,R,0.2999,0.0201
000773.jpg,R,0.2999,0.0201
000774.jpg,R,0.2999,0.0201
000775.jpg,R,0.2999,0.0201
000776.jpg,R,0.2999,0.0201
000777.jpg,R,0.2999,0.0201
000778.jpg,R,0.2999,0.0201
000779.jpg,R,0.2999,0.0201
000780.jpg,R,0.2999,0.0201
000781.jpg,R,0.2999,0.0201
000782.jpg,R,0.2999,0.0201
000783.jpg,R,0.2999,0.0201
000784.jpg,R,0.2999,0.0201
000785.jpg,R,0.2999,0.0201
000786.jpg,R,0.2999,0.0201
000787.jpg,R,0.2999,0.0201
000788.jpg,R,0.2999,0.0201
000789.jpg,R,0.2999,0.0201
000790.jpg,R,0.2999,0.0201
000791.jpg,R,0.2999,0.0201
000792.jpg,R,0.2999,0.0201
000793.jpg,R,0.2999,0.0201
000794.jpg,R,0.2999,0.0201
000795.jpg,R,0.2999,0.0201
000796.jpg,R,0.2999,0.0201
000797.jpg,R,0.2999,0.0201
000798.jpg,R,0.2999,0.0201
000799.jpg,R,0.2999,0.0201
000800.jpg,R,0.2999,0.0201
000801.jpg,R,0.2999,0.0201
000802.jpg,R,0.2999,0.0201
000803.jpg,R,0.2999,0.0201
000804.jpg,R,0.2999,0.0201
000805.jpg,R,0.2999,0.0201
000806.jpg,R,0.2999,0.0201
000807.jpg,R,0.2999,0.0201
000808.jpg,R,0.2999,0.0201
000809.jpg,R,0.2999,0.0201
000810.jpg,R,0.2999,0.0201
000811.jpg,R,0.2999,0.0201
000812.jpg,R,0.2999,0.0201
000813.jpg,R,0.2999,0.0201
000814.jpg,R,0.2999,0.0201
000815.jpg,R,0.2999,0.0201
000816.jpg,R,0.2999,0.0201
000817.jpg,R,0.2999,0.0201
000818.jpg,R,0.2999,0.0201
000819.jpg,R,0.2999,0.0201
000820.jpg,R,0.2999,0.0201
000821.jpg,R,0.2999,0.0201
000822.jpg,R,0.2999,0.0201
000823.jpg,R,0.2999,0.0201
000824.jpg,R,0.2999,0.0201
000825.jpg,R,0.2999,0.0201
000826.jpg,R,0.2999,0.0201
000827.jpg,R,0.2999,0.0201
000828.jpg,R,0.2999,0.0201
000829.jpg,R,0.2999,0.0201
000830.jpg,R,0.2999,0.0201
000831.jpg,R,0.2999,0.0201
000832.jpg,R,0.2999,0.0201
000833.jpg,R,0.2999,0.0201
000834.jpg,R,0.2999,0.0201
000835.jpg,R,0.2999,0.0201
000836.jpg,R,0.2999,0.0201
000837.jpg,R,0.2999,0.0201
000838.jpg,R,0.2999,0.0201
000839.jpg,R,0.2999,0.0201
000840.jpg,R,0.2999,0.0201
000841.jpg,R,0.2999,0.0201
000842.jpg,R,0.2999,0.0201
000843.jpg,R,0.2999,0.0201
000844.jpg,R,0.2999,0.0201
000845.jpg,R,0.2999,0.0201
000846.jpg,R,0.2999,0.0201
000847.jpg,R,0.2999,0.0201
000848.jpg,R,0.2999,0.0201
000849.jpg,R,0.2999,0.0201
000850.jpg,R,0.2999,0.0201
000851.jpg,R,0.2999,0.0201
000852.jpg,R,0.2999,0.0201
000853.jpg,R,0.2999,0.0201
000854.jpg,R,0.2999,0.0201
000855.jpg,R,0.2999,0.0201
000856.jpg,R,0.2999,0.0201
000857.jpg,R,0.2999,0.0201
000858.jpg,R,0.2999,0.0201
000859.jpg,R,0.2999,0.0201
000860.jpg,R,0.2999,0.0201
000861.jpg,R,0.2999,0.0201
000862.jpg,R,0.2999,0.0201
000863.jpg,R,0.2999,0.0201
000864.jpg,R,0.2999,0.0201
000865.jpg,R,0.2999,0.0201
000866.jpg,R,0.2999,0.0201
000867.jpg,R,0.2999,0.0201
000868.jpg,R,0.2999,0.0201
000869.jpg,R,0.2999,0.0201
000870.jpg,R,0.2999,0.0201
000871.jpg,R,0.2999,0.0201
000872.jpg,R,0.2999,0.0201
000873.jpg,R,0.2999,0.0201
000874.jpg,R,0.2999,0.0201
000875.jpg,R,0.2999,0.0201
000876.jpg,R,0.2999,0.0201
000877.jpg,R,0.2999,0.0201
000878.jpg,R,0.2999,0.0201
000879.jpg,R,0.2999,0.0201
000880.jpg,R,0.2999,0.0201
000881.jpg,R,0.2999,0.0201
000882.jpg,R,0.2999,0.0201
000883.jpg,R,0.2999,0.0201
000884.jpg,R,0.2999,0.0201
000885.jpg,R,0.2999,0.0201
000886.jpg,R,0.2999,0.0201
000887.jpg,R,0.2999,0.0201
000888.jpg,R,0.2999,0.0201
000889.jpg,R,0.2999,0.0201
000890.jpg,R,0.2999,0.0201
000891.jpg,R,0.2999,0.0201
000892.jpg,R,0.2999,0.0201
001042.jpg,R,-0.6849,-0.4381
001043.jpg,R,-0.6849,-0.4381
001044.jpg,R,-0.6849,-0.4381
001045.jpg,R,-0.6849,-0.4381
001046.jpg,R,-0.6849,-0.4381
001047.jpg,R,-0.6849,-0.4381
001048.jpg,R,-0.6849,-0.4381
001049.jpg,R,-0.6849,-0.4381
001050.jpg,R,-0.6849,-0.4381
001051.jpg,R,-0.6849,-0.4381
001052.jpg,R,-0.6849,-0.4381
001053.jpg,R,-0.6849,-0.4381
001054.jpg,R,-0.6849,-0.4381
001055.jpg,R,-0.6849,-0.4381
001056.jpg,R,-0.6849,-0.4381
001057.jpg,R,-0.6849,-0.4381
001058.jpg,R,-0.6849,-0.4381
001059.jpg,R,-0.6849,-0.4381
001060.jpg,R,-0.6849,-0.4381
001061.jpg,R,-0.6849,-0.4381
001062.jpg,R,-0.6849,-0.4381
001063.jpg,R,-0.6849,-0.4381
001064.jpg,R,-0.6849,-0.4381
001065.jpg,R,-0.6849,-0.4381
001066.jpg,R,-0.6849,-0.4381
001067.jpg,R,-0.6849,-0.4381
001068.jpg,R,-0.6849,-0.4381
001069.jpg,R,-0.6849,-0.4381
001070.jpg,R,-0.6849,-0.4381
001071.jpg,R,-0.6849,-0.4381
001072.jpg,R,-0.6849,-0.4381
001073.jpg,R,-0.6849,-0.4381
001074.jpg,R,-0.6849,-0.4381
001075.jpg,R,-0.6849,-0.4381
001076.jpg,R,-0.6849,-0.4381
001077.jpg,R,-0.6849,-0.4381
001078.jpg,R,-0.6849,-0.4381
001079.jpg,R,-0.6849,-0.4381
001080.jpg,R,-0.6849,-0.4381
001081.jpg,R,-0.6849,-0.4381
001082.jpg,R,-0.6849,-0.4381
001083.jpg,R,-0.6849,-0.4381
001084.jpg,R,-0.6849,-0.4381
001085.jpg,R,-0.6849,-0.4381
001086.jpg,R,-0.6849,-0.4381
001087.jpg,R,-0.6849,-0.4381
001088.jpg,R,-0.6849,-0.4381
001089.jpg,R,-0.6849,-0.4381
001090.jpg,R,-0.6849,-0.4381
001091.jpg,R,-0.6849,-0.4381
001092.jpg,R,-0.6849,-0.4381
001093.jpg,R,-0.6849,-0.4381
001094.jpg,R,-0.6849,-0.4381
001095.jpg,R,-0.6849,-0.4381
001096.jpg,R,-0.6849,-0.4381
001097.jpg,R,-0.6849,-0.4381
001098.jpg,R,-0.6849,-0.4381
001099.jpg,R,-0.6849,-0.4381
001100.jpg,R,-0.6849,-0.4381
001101.jpg,R,-0.6849,-0.4381
001102.jpg,R,-0.6849,-0.4381
001103.jpg,R,-0.6849,-0.4381
001104.jpg,R,-0.6849,-0.4381
001105.jpg,R,-0.6849,-0.4381
001106.jpg,R,-0.6849,-0.4381
001107.jpg,R,-0.6849,-0.4381
001108.jpg,R,-0.6849,-0.4381
001109.jpg,R,-0.6849,-0.4381
001110.jpg,R,-0.6849,-0.4381
001111.jpg,R,-0.6849,-0.4381
001112.jpg,R,-0.6849,-0.4381
001113.jpg,R,-0.6849,-0.4381
001114.jpg,R,-0.6849,-0.4381
001115.jpg,R,-0.6849,-0.4381
001116.jpg,R,-0.6849,-0.4381
001117.jpg,R,-0.6849,-0.4381
001118.jpg,R,-0.6849,-0.4381
001119.jpg,R,-0.6849,-0.4381
001120.jpg,R,-0.6849,-0.4381
001121.jpg,R,-0.6849,-0.4381
001122.jpg,R,-0.6849,-0.4381
001123.jpg,R,-0.6849,-0.4381
001124.jpg,R,-0.6849,-0.4381
001125.jpg,R,-0.6849,-0.4381
001126.jpg,R,-0.6849,-0.4381
001127.jpg,R,-0.6849,-0.4381
001128.jpg,R,-0.6849,-0.4381
001129.jpg,R,-0.6849,-0.4381
001130.jpg,R,-0.6849,-0.4381
001131.jpg,R,-0.6849,-0.4381
001132.jpg,R,-0.6849,-0.4381
001133.jpg,R,-0.6849,-0.4381
001134.jpg,R,-0.6849,-0.4381
001135.jpg,R,-0.6849,-0.4381
001136.jpg,R,-0.6849,-0.4381
001137.jpg,R,-0.6849,-0.4381
001138.jpg,R,-0.6849,-0.4381
001139.jpg,R,-0.6849,-0.4381
001140.jpg,R,-0.6849,-0.4381
001141.jpg,R,-0.6849,-0.4381
001142.jpg,R,-0.6849,-0.4381
001143.jpg,R,-0.6849,-0.4381
001144.jpg,R,-0.6849,-0.4381
001145.jpg,R,-0.6849,-0.4381
001146.jpg,R,-0.6849,-0.4381
001147.jpg,R,-0.6849,-0.4381
001148.jpg,R,-0.6849,-0.4381
001149.jpg,R,-0.6849,-0.4381
001150.jpg,R,-0.6849,-0.4381
001151.jpg,R,-0.6849,-0.4381
001152.jpg,R,-0.6849,-0.4381
001153.jpg,R,-0.6849,-0.4381
001154.jpg,R,-0.6849,-0.4381
001155.jpg,R,-0.6849,-0.4381
001156.jpg,R,-0.6849,-0.4381
001157.jpg,R,-0.6849,-0.4381
001158.jpg,R,-0.6849,-0.4381
001159.jpg,R,-0.6849,-0.4381
001160.jpg,R,-0.6849,-0.4381
001161.jpg,R,-0.6849,-0.4381
001162.jpg,R,-0.6849,-0.4381
001163.jpg,R,-0.6849,-0.4381
001164.jpg,R,-0.6849,-0.4381
001165.jpg,R,-0.6849,-0.4381
001166.jpg,R,-0.6849,-0.4381
001167.jpg,R,-0.6849,-0.4381
001168.jpg,R,-0.6849,-0.4381
001169.jpg,R,-0.6849,-0.4381
001170.jpg,R,-0.6849,-0.4381
001171.jpg,R,-0.6849,-0.4381
001172.jpg,R,-0.6849,-0.4381
001173.jpg,R,-0.6849,-0.4381
001174.jpg,R,-0.6849,-0.4381
001175.jpg,R,-0.6849,-0.4381
001176.jpg,R,-0.6849,-0.4381
001177.jpg,R,-0.6849,-0.4381
001178.jpg,R,-0.6849,-0.4381
001179.jpg,R,-0.6849,-0.4381
001180.jpg,R,-0.6849,-0.4381
001181.jpg,R,-0.6849,-0.4381
001182.jpg,R,-0.6849,-0.4381
001183.jpg,R,-0.6849,-0.4381
001184.jpg,R,-0.6849,-0.4381
001185.jpg,R,-0.6849,-0.4381
001186.jpg,R,-0.6849,-0.4381
001187.jpg,R,-0.6849,-0.4381
001188.jpg,R,-0.6849,-0.4381
001189.jpg,R,-0.6849,-0.4381
001190.jpg,R,-0.6849,-0.4381
001191.jpg,R,-0.6849,-0.4381
001341.jpg,R,0.7679,-0.5082
001342.jpg,R,0.7679,-0.5082
001343.jpg,R,0.7679,-0.5082
001344.jpg,R,0.7679,-0.5082
001345.jpg,R,0.7679,-0.5082
001346.jpg,R,0.7679,-0.5082
001347.jpg,R,0.7679,-0.5082
001348.jpg,R,0.7679,-0.5082
001349.jpg,R,0.7679,-0.5082
001350.jpg,R,0.7679,-0.5082
001351.jpg,R,0.7679,-0.5082
001352.jpg,R,0.7679,-0.5082
001353.jpg,R,0.7679,-0.5082
001354.jpg,R,0.7679,-0.5082
001355.jpg,R,0.7679,-0.5082
001356.jpg,R,0.7679,-0.5082
001357.jpg,R,0.7679,-0.5082
001358.jpg,R,0.7679,-0.5082
001359.jpg,R,0.7679,-0.5082
001360.jpg,R,0.7679,-0.5082
001361.jpg,R,0.7679,-0.5082
001362.jpg,R,0.7679,-0.5082
001363.jpg,R,0.7679,-0.5082
001364.jpg,R,0.7679,-0.5082
001365.jpg,R,0.7679,-0.5082
001366.jpg,R,0.7679,-0.5082
001367.jpg,R,0.7679,-0.5082
001368.jpg,R,0.7679,-0.5082
001369.jpg,R,0.7679,-0.5082
001370.jpg,R,0.7679,-0.5082
001371.jpg,R,0.7679,-0.5082
001372.jpg,R,0.7679,-0.5082
001373.jpg,R,0.7679,-0.5082
001374.jpg,R,0.7679,-0.5082
001375.jpg,R,0.7679,-0.5082
001376.jpg,R,0.7679,-0.5082
001377.jpg,R,0.7679,-0.5082
001378.jpg,R,0.7679,-0.5082
001379.jpg,R,0.7679,-0.5082
001380.jpg,R,0.7679,-0.5082
001381.jpg,R,0.7679,-0.5082
001382.jpg,R,0.7679,-0.5082
001383.jpg,R,0.7679,-0.5082
001384.jpg,R,0.7679,-0.5082
001385.jpg,R,0.7679,-0.5082
001386.jpg,R,0.7679,-0.5082
001387.jpg,R,0.7679,-0.5082
001388.jpg,R,0.7679,-0.5082
001389.jpg,R,0.7679,-0.5082
001390.jpg,R,0.7679,-0.5082
001391.jpg,R,0.7679,-0.5082
001392.jpg,R,0.7679,-0.5082
001393.jpg,R,0.7679,-0.5082
001394.jpg,R,0.7679,-0.5082
001395.jpg,R,0.7679,-0.5082
001396.jpg,R,0.7679,-0.5082
001397.jpg,R,0.7679,-0.5082
001398.jpg,R,0.7679,-0.5082
001399.jpg,R,0.7679,-0.5082
001400.jpg,R,0.7679,-0.5082
001401.jpg,R,0.7679,-0.5082
001402.jpg,R,0.7679,-0.5082
001403.jpg,R,0.7679,-0.5082
001404.jpg,R,0.7679,-0.5082
001405.jpg,R,0.7679,-0.5082
001406.jpg,R,0.7679,-0.5082
001407.jpg,R,0.7679,-0.5082
001408.jpg,R,0.7679,-0.5082
001409.jpg,R,0.7679,-0.5082
001410.jpg,R,0.7679,-0.5082
001411.jpg,R,0.7679,-0.5082
001412.jpg,R,0.7679,-0.5082
001413.jpg,R,0.7679,-0.5082
001414.jpg,R,0.7679,-0.5082
001415.jpg,R,0.7679,-0.5082
001416.jpg,R,0.7679,-0.5082
001417.jpg,R,0.7679,-0.5082
001418.jpg,R,0.7679,-0.5082
001419.jpg,R,0.7679,-0.5082
001420.jpg,R,0.7679,-0.5082
001421.jpg,R,0.7679,-0.5082
001422.jpg,R,0.7679,-0.5082
001423.jpg,R,0.7679,-0.5082
001424.jpg,R,0.7679,-0.5082
001425.jpg,R,0.7679,-0.5082
001426.jpg,R,0.7679,-0.5082
001427.jpg,R,0.7679,-0.5082
001428.jpg,R,0.7679,-0.5082
001429.jpg,R,0.7679,-0.5082
001430.jpg,R,0.7679,-0.5082
001431.jpg,R,0.7679,-0.5082
001432.jpg,R,0.7679,-0.5082
001433.jpg,R,0.7679,-0.5082
001434.jpg,R,0.7679,-0.5082
001435.jpg,R,0.7679,-0.5082
001436.jpg,R,0.7679,-0.5082
001437.jpg,R,0.7679,-0.5082
001438.jpg,R,0.7679,-0.5082
001439.jpg,R,0.7679,-0.5082
001440.jpg,R,0.7679,-0.5082
001441.jpg,R,0.7679,-0.5082
001442.jpg,R,0.7679,-0.5082
001443.jpg,R,0.7679,-0.5082
001444.jpg,R,0.7679,-0.5082
001445.jpg,R,0.7679,-0.5082
001446.jpg,R,0.7679,-0.5082
001447.jpg,R,0.7679,-0.5082
001448.jpg,R,0.7679,-0.5082
001449.jpg,R,0.7679,-0.5082
