imagefile,eye,gaze_x,gaze_y
000627.jpg,L,0.2999,0.0201
000628.jpg,L,0.2999,0.0201
000629.jpg,L,0.2999,0.0201
000630.jpg,L,0.2999,0.0201
000631.jpg,L,0.2999,0.0201
000632.jpg,L,0.2999,0.0201
000633.jpg,L,0.2999,0.0201
000634.jpg,L,0.2999,0.0201
000635.jpg,L,0.2999,0.0201
000636.jpg,L,0.2999,0.0201
000637.jpg,L,0.2999,0.0201
000638.jpg,L,0.2999,0.0201
000639.jpg,L,0.2999,0.0201
000640.jpg,L,0.2999,0.0201
000641.jpg,L,0.2999,0.0201
000642.jpg,L,0.2999,0.0201
000643.jpg,L,0.2999,0.0201
000644.jpg,L,0.2999,0.0201
000645.jpg,L,0.2999,0.0201
000646.jpg,L,0.2999,0.0201
000647.jpg,L,0.2999,0.0201
000648.jpg,L,0.2999,0.0201
000649.jpg,L,0.2999,0.0201
000650.jpg,L,0.2999,0.0201
000651.jpg,L,0.2999,0.0201
000652.jpg,L,0.2999,0.0201
000653.jpg,L,0.2999,0.0201
000654.jpg,L,0.2999,0.0201
000655.jpg,L,0.2999,0.0201
000656.jpg,L,0.2999,0.0201
000657.jpg,L,0.2999,0.0201
000658.jpg,L,0.2999,0.0201
000659.jpg,L,0.2999,0.0201
000660.jpg,L,0.2999,0.0201
000661.jpg,L,0.2999,0.0201
000662.jpg,L,0.2999,0.0201
000663.jpg,L,0.2999,0.0201
000664.jpg,L,0.2999,0.0201
000665.jpg,L,0.2999,0.0201
000666.jpg,L,0.2999,0.0201
000667.jpg,L,0.2999,0.0201
000668.jpg,L,0.2999,0.0201
000669.jpg,L,0.2999,0.0201
000670.jpg,L,0.2999,0.0201
000671.jpg,L,0.2999,0.0201
000672.jpg,L,0.2999,0.0201
000673.jpg,L,0.2999,0.0201
000674.jpg,L,0.2999,0.0201
000675.jpg,L,0.2999,0.0201
000676.jpg,L,0.2999,0.0201
000677.jpg,L,0.2999,0.0201
000678.jpg,L,0.2999,0.0201
000679.jpg,L,0.2999,0.0201
000680.jpg,L,0.2999,0.0201
000681.jpg,L,0.2999,0.0201
000682.jpg,L,0.2999,0.0201
000683.jpg,L,0.2999,0.0201
000684.jpg,L,0.2999,0.0201
000685.jpg,L,0.2999,0.0201
000686.jpg,L,0.2999,0.0201
000687.jpg,L,0.2999,0.0201
000688.jpg,L,0.2999,0.0201
000689.jpg,L,0.2999,0.0201
000690.jpg,L,0.2999,0.0201
000691.jpg,L,0.2999,0.0201
000692.jpg,L,0.2999,0.0201
000693.jpg,L,0.2999,0.0201
000694.jpg,L,0.2999,0.0201
000695.jpg,L,0.2999,0.0201
000696.jpg,L,0.2999,0.0201
000697.jpg,L,0.2999,0.0201
000698.jpg,L,0.2999,0.0201
000699.jpg,L,0.2999,0.0201
000700.jpg,L,0.2999,0.0201
000701.jpg,L,0.2999,0.0201
000702.jpg,L,0.2999,0.0201
000703.jpg,L,0.2999,0.0201
000704.jpg,L,0.2999,0.0201
000705.jpg,L,0.2999,0.0201
000706.jpg,L,0.2999,0.0201
000707.jpg,L,0.2999,0.0201
000708.jpg,L,0.2999,0.0201
000709.jpg,L,0.2999,0.0201
000710.jpg,L,0.2999,0.0201
000711.jpg,L,0.2999,0.0201
000712.jpg,L,0.2999,0.0201
000713.jpg,L,0.2999,0.0201
000714.jpg,L,0.2999,0.0201
000715.jpg,L,0.2999,0.0201
000716.jpg,L,0.2999,0.0201
000717.jpg,L,0.2999,0.0201
000718.jpg,L,0.2999,0.0201
000719.jpg,L,0.2999,0.0201
000720.jpg,L,0.2999,0.0201
000721.jpg,L,0.2999,0.0201
000722.jpg,L,0.2999,0.0201
000723.jpg,L,0.2999,0.0201
000724.jpg,L,0.2999,0.0201
000725.jpg,L,0.2999,0.0201
000726.jpg,L,0.2999,0.0201
000727.jpg,L,0.2999,0.0201
000728.jpg,L,0.2999,0.0201
000729.jpg,L,0.2999,0.0201
000730.jpg,L,0.2999,0.0201
000731.jpg,L,0.2999,0.0201
000732.jpg,L,0.2999,0.0201
000733.jpg,L,0.2999,0.0201
000734.jpg,L,0.2999,0.0201
000735.jpg,L,0.2999,0.0201
000736.jpg,L,0.2999,0.0201
000737.jpg,L,0.2999,0.0201
000738.jpg,L,0.2999,0.0201
000739.jpg,L,0.2999,0.0201
000740.jpg,L,0.2999,0.0201
000741.jpg,L,0.2999,0.0201
000742.jpg,L,0.2999,0.0201
000743.jpg,L,0.2999,0.0201
000893.jpg,L,-0.6849,-0.4381
000894.jpg,L,-0.6849,-0.4381
000895.jpg,L,-0.6849,-0.4381
000896.jpg,L,-0.6849,-0.4381
000897.jpg,L,-0.6849,-0.4381
000898.jpg,L,-0.6849,-0.4381
000899.jpg,L,-0.6849,-0.4381
000900.jpg,L,-0.6849,-0.4381
000901.jpg,L,-0.6849,-0.4381
000902.jpg,L,-0.6849,-0.4381
000903.jpg,L,-0.6849,-0.4381
000904.jpg,L,-0.6849,-0.4381
000905.jpg,L,-0.6849,-0.4381
000906.jpg,L,-0.6849,-0.4381
000907.jpg,L,-0.6849,-0.4381
000908.jpg,L,-0.6849,-0.4381
000909.jpg,L,-0.6849,-0.4381
000910.jpg,L,-0.6849,-0.4381
000911.jpg,L,-0.6849,-0.4381
000912.jpg,L,-0.6849,-0.4381
000913.jpg,L,-0.6849,-0.4381
000914.jpg,L,-0.6849,-0.4381
000915.jpg,L,-0.6849,-0.4381
000916.jpg,L,-0.6849,-0.4381
000917.jpg,L,-0.6849,-0.4381
000918.jpg,L,-0.6849,-0.4381
000919.jpg,L,-0.6849,-0.4381
000920.jpg,L,-0.6849,-0.4381
000921.jpg,L,-0.6849,-0.4381
000922.jpg,L,-0.6849,-0.4381
000923.jpg,L,-0.6849,-0.4381
000924.jpg,L,-0.6849,-0.4381
000925.jpg,L,-0.6849,-0.4381
000926.jpg,L,-0.6849,-0.4381
000927.jpg,L,-0.6849,-0.4381
000928.jpg,L,-0.6849,-0.4381
000929.jpg,L,-0.6849,-0.4381
000930.jpg,L,-0.6849,-0.4381
000931.jpg,L,-0.6849,-0.4381
000932.jpg,L,-0.6849,-0.4381
000933.jpg,L,-0.6849,-0.4381
000934.jpg,L,-0.6849,-0.4381
000935.jpg,L,-0.6849,-0.4381
000936.jpg,L,-0.6849,-0.4381
000937.jpg,L,-0.6849,-0.4381
000938.jpg,L,-0.6849,-0.4381
000939.jpg,L,-0.6849,-0.4381
000940.jpg,L,-0.6849,-0.4381
000941.jpg,L,-0.6849,-0.4381
000942.jpg,L,-0.6849,-0.4381
000943.jpg,L,-0.6849,-0.4381
000944.jpg,L,-0.6849,-0.4381
000945.jpg,L,-0.6849,-0.4381
000946.jpg,L,-0.6849,-0.4381
000947.jpg,L,-0.6849,-0.4381
000948.jpg,L,-0.6849,-0.4381
000949.jpg,L,-0.6849,-0.4381
000950.jpg,L,-0.6849,-0.4381
000951.jpg,L,-0.6849,-0.4381
000952.jpg,L,-0.6849,-0.4381
000953.jpg,L,-0.6849,-0.4381
000954.jpg,L,-0.6849,-0.4381
000955.jpg,L,-0.6849,-0.4381
000956.jpg,L,-0.6849,-0.4381
000957.jpg,L,-0.6849,-0.4381
000958.jpg,L,-0.6849,-0.4381
000959.jpg,L,-0.6849,-0.4381
000960.jpg,L,-0.6849,-0.4381
000961.jpg,L,-0.6849,-0.4381
000962.jpg,L,-0.6849,-0.4381
000963.jpg,L,-0.6849,-0.4381
000964.jpg,L,-0.6849,-0.4381
000965.jpg,L,-0.6849,-0.4381
000966.jpg,L,-0.6849,-0.4381
000967.jpg,L,-0.6849,-0.4381
000968.jpg,L,-0.6849,-0.4381
000969.jpg,L,-0.6849,-0.4381
000970.jpg,L,-0.6849,-0.4381
000971.jpg,L,-0.6849,-0.4381
000972.jpg,L,-0.6849,-0.4381
000973.jpg,L,-0.6849,-0.4381
000974.jpg,L,-0.6849,-0.4381
000975.jpg,L,-0.6849,-0.4381
000976.jpg,L,-0.6849,-0.4381
000977.jpg,L,-0.6849,-0.4381
000978.jpg,L,-0.6849,-0.4381
000979.jpg,L,-0.6849,-0.4381
000980.jpg,L,-0.6849,-0.4381
000981.jpg,L,-0.6849,-0.4381
000982.jpg,L,-0.6849,-0.4381
000983.jpg,L,-0.6849,-0.4381
000984.jpg,L,-0.6849,-0.4381
000985.jpg,L,-0.6849,-0.4381
000986.jpg,L,-0.6849,-0.4381
000987.jpg,L,-0.6849,-0.4381
000988.jpg,L,-0.6849,-0.4381
000989.jpg,L,-0.6849,-0.4381
000990.jpg,L,-0.6849,-0.4381
000991.jpg,L,-0.6849,-0.4381
000992.jpg,L,-0.6849,-0.4381
000993.jpg,L,-0.6849,-0.4381
000994.jpg,L,-0.6849,-0.4381
000995.jpg,L,-0.6849,-0.4381
000996.jpg,L,-0.6849,-0.4381
000997.jpg,L,-0.6849,-0.4381
000998.jpg,L,-0.6849,-0.4381
000999.jpg,L,-0.6849,-0.4381
001000.jpg,L,-0.6849,-0.4381
001001.jpg,L,-0.6849,-0.4381
001002.jpg,L,-0.6849,-0.4381
001003.jpg,L,-0.6849,-0.4381
001004.jpg,L,-0.6849,-0.4381
001005.jpg,L,-0.6849,-0.4381
001006.jpg,L,-0.6849,-0.4381
001007.jpg,L,-0.6849,-0.4381
001008.jpg,L,-0.6849,-0.4381
001009.jpg,L,-0.6849,-0.4381
001010.jpg,L,-0.6849,-0.4381
001011.jpg,L,-0.6849,-0.4381
001012.jpg,L,-0.6849,-0.4381
001013.jpg,L,-0.6849,-0.4381
001014.jpg,L,-0.6849,-0.4381
001015.jpg,L,-0.6849,-0.4381
001016.jpg,L,-0.6849,-0.4381
001017.jpg,L,-0.6849,-0.4381
001018.jpg,L,-0.6849,-0.4381
001019.jpg,L,-0.6849,-0.4381
001020.jpg,L,-0.6849,-0.4381
001021.jpg,L,-0.6849,-0.4381
001022.jpg,L,-0.6849,-0.4381
001023.jpg,L,-0.6849,-0.4381
001024.jpg,L,-0.6849,-0.4381
001025.jpg,L,-0.6849,-0.4381
001026.jpg,L,-0.6849,-0.4381
001027.jpg,L,-0.6849,-0.4381
001028.jpg,L,-0.6849,-0.4381
001029.jpg,L,-0.6849,-0.4381
001030.jpg,L,-0.6849,-0.4381
001031.jpg,L,-0.6849,-0.4381
001032.jpg,L,-0.6849,-0.4381
001033.jpg,L,-0.6849,-0.4381
001034.jpg,L,-0.6849,-0.4381
001035.jpg,L,-0.6849,-0.4381
001036.jpg,L,-0.6849,-0.4381
001037.jpg,L,-0.6849,-0.4381
001038.jpg,L,-0.6849,-0.4381
001039.jpg,L,-0.6849,-0.4381
001040.jpg,L,-0.6849,-0.4381
001041.jpg,L,-0.6849,-0.4381
001192.jpg,L,0.7679,-0.5082
001193.jpg,L,0.7679,-0.5082
001194.jpg,L,0.7679,-0.5082
001195.jpg,L,0.7679,-0.5082
001196.jpg,L,0.7679,-0.5082
001197.jpg,L,0.7679,-0.5082
001198.jpg,L,0.7679,-0.5082
001199.jpg,L,0.7679,-0.5082
001200.jpg,L,0.7679,-0.5082
001201.jpg,L,0.7679,-0.5082
001202.jpg,L,0.7679,-0.5082
001203.jpg,L,0.7679,-0.5082
001204.jpg,L,0.7679,-0.5082
001205.jpg,L,0.7679,-0.5082
001206.jpg,L,0.7679,-0.5082
001207.jpg,L,0.7679,-0.5082
001208.jpg,L,0.7679,-0.5082
001209.jpg,L,0.7679,-0.5082
001210.jpg,L,0.7679,-0.5082
001211.jpg,L,0.7679,-0.5082
001212.jpg,L,0.7679,-0.5082
001213.jpg,L,0.7679,-0.5082
001214.jpg,L,0.7679,-0.5082
001215.jpg,L,0.7679,-0.5082
001216.jpg,L,0.7679,-0.5082
001217.jpg,L,0.7679,-0.5082
001218.jpg,L,0.7679,-0.5082
001219.jpg,L,0.7679,-0.5082
001220.jpg,L,0.7679,-0.5082
001221.jpg,L,0.7679,-0.5082
001222.jpg,L,0.7679,-0.5082
001223.jpg,L,0.7679,-0.5082
001224.jpg,L,0.7679,-0.5082
001225.jpg,L,0.7679,-0.5082
001226.jpg,L,0.7679,-0.5082
001227.jpg,L,0.7679,-0.5082
001228.jpg,L,0.7679,-0.5082
001229.jpg,L,0.7679,-0.5082
001230.jpg,L,0.7679,-0.5082
001231.jpg,L,0.7679,-0.5082
001232.jpg,L,0.7679,-0.5082
001233.jpg,L,0.7679,-0.5082
001234.jpg,L,0.7679,-0.5082
001235.jpg,L,0.7679,-0.5082
001236.jpg,L,0.7679,-0.5082
001237.jpg,L,0.7679,-0.5082
001238.jpg,L,0.7679,-0.5082
001239.jpg,L,0.7679,-0.5082
001240.jpg,L,0.7679,-0.5082
001241.jpg,L,0.7679,-0.5082
001242.jpg,L,0.7679,-0.5082
001243.jpg,L,0.7679,-0.5082
001244.jpg,L,0.7679,-0.5082
001245.jpg,L,0.7679,-0.5082
001246.jpg,L,0.7679,-0.5082
001247.jpg,L,0.7679,-0.5082
001248.jpg,L,0.7679,-0.5082
001249.jpg,L,0.7679,-0.5082
001250.jpg,L,0.7679,-0.5082
001251.jpg,L,0.7679,-0.5082
001252.jpg,L,0.7679,-0.5082
001253.jpg,L,0.7679,-0.5082
001254.jpg,L,0.7679,-0.5082
001255.jpg,L,0.7679,-0.5082
001256.jpg,L,0.7679,-0.5082
001257.jpg,L,0.7679,-0.5082
001258.jpg,L,0.7679,-0.5082
001259.jpg,L,0.7679,-0.5082
001260.jpg,L,0.7679,-0.5082
001261.jpg,L,0.7679,-0.5082
001262.jpg,L,0.7679,-0.5082
001263.jpg,L,0.7679,-0.5082
001264.jpg,L,0.7679,-0.5082
001265.jpg,L,0.7679,-0.5082
001266.jpg,L,0.7679,-0.5082
001267.jpg,L,0.7679,-0.5082
001268.jpg,L,0.7679,-0.5082
001269.jpg,L,0.7679,-0.5082
001270.jpg,L,0.7679,-0.5082
001271.jpg,L,0.7679,-0.5082
001272.jpg,L,0.7679,-0.5082
001273.jpg,L,0.7679,-0.5082
001274.jpg,L,0.7679,-0.5082
001275.jpg,L,0.7679,-0.5082
001276.jpg,L,0.7679,-0.5082
001277.jpg,L,0.7679,-0.5082
001278.jpg,L,0.7679,-0.5082
001279.jpg,L,0.7679,-0.5082
001280.jpg,L,0.7679,-0.5082
001281.jpg,L,0.7679,-0.5082
001282.jpg,L,0.7679,-0.5082
001283.jpg,L,0.7679,-0.5082
001284.jpg,L,0.7679,-0.5082
001285.jpg,L,0.7679,-0.5082
001286.jpg,L,0.7679,-0.5082
001287.jpg,L,0.7679,-0.5082
001288.jpg,L,0.7679,-0.5082
001289.jpg,L,0.7679,-0.5082
001290.jpg,L,0.7679,-0.5082
001291.jpg,L,0.7679,-0.5082
001292.jpg,L,0.7679,-0.5082
001293.jpg,L,0.7679,-0.5082
001294.jpg,L,0.7679,-0.5082
001295.jpg,L,0.7679,-0.5082
001296.jpg,L,0.7679,-0.5082
001297.jpg,L,0.7679,-0.5082
001298.jpg,L,0.7679,-0.5082
001299.jpg,L,0.7679,-0.5082
001300.jpg,L,0.7679,-0.5082
001301.jpg,L,0.7679,-0.5082
